author,n,m,C,run_type,Best_LS,Avg_LS,T_LS,i,Best_C,T_C,Best_DIF,T_DIF
cat,15,20,12,RR-MULTI-CROSS,7.2,7.2,24.82,10,7.2,0.6,0.0,-4037.17
cat,30,40,17,RR-MULTI-CROSS,67.3,67.3,694.5,10,65.43,71.77,-2.86,-867.68
cat,40,60,30,RR-MULTI-CROSS,90.2,90.2,1000.47,10,84.66,484.14,-6.54,-106.65
cram,30,40,25,RR-MULTI-CROSS,29.9,29.9,868.89,10,27.7,62.61,-7.94,-1287.78
yan,8,15,10,RR-MULTI-CROSS,6.83,6.83,9.9,30,6.83,0.04,-0.05,-24646.0
