instance,n_jobs,n_tools,magazine_size,variations,n_switches,time_running,run_type,sequence,switches
"('yan', 8, 15, 10)",8,15,10,30,7.8,2.1074,SSD-06,[],
"('cram', 30, 40, 25)",30,40,25,10,52.6,3.4842,SSD-06,[],
"('cat', 15, 20, 12)",15,20,12,10,9.2,2.6104000000000003,SSD-06,[],
"('cat', 30, 40, 17)",30,40,17,10,98.5,4.87,SSD-06,[],
"('cat', 40, 60, 30)",40,60,30,10,143.6,4.1301000000000005,SSD-06,[],
