instance,n_jobs,n_tools,magazine_size,variations,n_switches,time_running,run_type,sequence,switches
"('yan', 8, 15, 10)",8,15,10,30,7.67,2.1574299999999997,SD-06,[],
"('cram', 30, 40, 25)",30,40,25,10,52.6,3.2636,SD-06,[],
"('cat', 15, 20, 12)",15,20,12,10,9.2,2.5533,SD-06,[],
"('cat', 30, 40, 17)",30,40,17,10,101.7,5.7703,SD-06,[],
"('cat', 40, 60, 30)",40,60,30,10,143.6,4.5897,SD-06,[],
