instance,n_jobs,n_tools,magazine_size,variations,n_switches,time_running,run_type,sequence,switches
"('yan', 8, 15, 10)",8,15,10,30,7.67,1.99803,SSD-02,[],
"('cram', 30, 40, 25)",30,40,25,10,52.6,3.1028000000000002,SSD-02,[],
"('cat', 15, 20, 12)",15,20,12,10,9.2,2.3018,SSD-02,[],
"('cat', 30, 40, 17)",30,40,17,10,101.7,5.1496,SSD-02,[],
"('cat', 40, 60, 30)",40,60,30,10,143.6,4.3854,SSD-02,[],
