author,n,m,C,run_type,Best_LS,Avg_LS,T_LS,i,Best_C,T_C,Best_DIF,T_DIF
cat,15,20,12,RR-MULTI-CROSS-C,7.2,7.2,39.63,10,7.2,0.6,0.0,-6504.7
cat,30,40,17,RR-MULTI-CROSS-C,67.6,67.6,969.49,10,65.43,71.77,-3.32,-1250.82
cat,40,60,30,RR-MULTI-CROSS-C,92.5,92.5,1000.4,10,84.66,484.14,-9.26,-106.63
cram,30,40,25,RR-MULTI-CROSS-C,30.3,30.3,1000.39,10,27.7,62.61,-9.39,-1497.81
yan,8,15,10,RR-MULTI-CROSS-C,6.83,6.83,6.3,30,6.83,0.04,-0.05,-15642.83
