instance,n_jobs,n_tools,magazine_size,variations,n_switches,time_running,run_type,sequence,switches
"('yan', 8, 15, 10)",8,15,10,30,6.83,32.4942,SWAP-01,[],
"('cram', 30, 40, 25)",30,40,25,10,43.7,61.5866,SWAP-01,[],
"('cat', 15, 20, 12)",15,20,12,10,7.2,35.6175,SWAP-01,[],
"('cat', 30, 40, 17)",30,40,17,10,90.2,61.588699999999996,SWAP-01,[],
"('cat', 40, 60, 30)",40,60,30,10,131.8,59.5174,SWAP-01,[],
