- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

6	1 1 1 0 0 1 0 1 0 0 	0
2	1 1 1 0 0 1 1 0 0 0 	0
5	1 0 1 1 0 1 1 0 0 0 	0
8	0 0 1 1 0 1 1 0 1 0 	0
0	0 0 1 1 0 1 0 0 1 1 	0
1	0 1 0 0 1 0 0 0 1 1 	0
9	0 0 0 0 1 1 1 0 1 1 	0
3	0 0 0 0 1 1 1 0 1 1 	0
7	0 0 0 0 1 1 1 1 1 0 	0
4	0 0 0 1 1 0 1 1 1 0 	0
 	                    	---
 	                    	20


6	0 1 1 0 0 1 0 0 0 0 	/
2	1 0 1 0 0 0 1 0 0 0 	/
5	0 0 0 1 0 0 0 0 0 0 	/
8	0 0 0 0 0 1 0 0 1 0 	/
0	0 0 0 0 0 0 0 0 0 0 	/
1	0 0 0 0 1 0 0 0 1 0 	/
9	0 0 0 0 0 1 1 0 1 0 	/
3	0 0 0 0 1 1 1 0 0 0 	/
7	0 0 0 0 0 0 0 0 0 0 	/
4	0 0 0 0 0 0 0 0 0 0 	/
 	                    	---
 	                    	/

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

4	0 0 0 1 1 0 1 1 1 0 	0
7	0 0 0 0 1 1 1 1 1 0 	0
6	1 0 1 0 0 1 1 1 0 0 	0
5	1 0 1 1 0 1 1 0 0 0 	0
8	0 0 1 1 0 1 1 0 1 0 	0
0	0 0 1 1 0 1 0 0 1 1 	0
3	0 1 0 0 0 1 0 0 1 1 	0
1	0 1 0 0 1 1 0 0 0 1 	0
2	0 1 0 0 1 1 0 0 0 1 	0
9	0 0 0 0 1 0 0 0 0 1 	0
 	                    	---
 	                    	19


4	0 0 0 0 0 0 0 0 0 0 	/
7	0 0 0 0 0 0 0 0 0 0 	/
6	0 0 1 0 0 1 1 0 0 0 	/
5	0 0 0 1 0 0 0 0 0 0 	/
8	0 0 0 0 0 1 0 0 1 0 	/
0	0 0 0 0 0 0 0 0 0 0 	/
3	0 1 0 0 0 1 0 0 0 0 	/
1	0 0 0 0 1 1 0 0 0 0 	/
2	0 0 0 0 1 0 0 0 0 1 	/
9	0 0 0 0 0 0 0 0 0 0 	/
 	                    	---
 	                    	/

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

9	0 0 0 0 1 1 1 0 1 1 	0
3	0 0 0 0 1 1 1 0 1 1 	0
7	0 0 0 0 1 1 1 1 1 0 	0
4	0 0 0 1 1 0 1 1 1 0 	0
8	1 0 1 1 0 0 1 1 0 0 	0
6	1 0 1 0 0 1 1 1 0 0 	0
5	1 1 1 0 0 1 1 0 0 0 	0
2	0 1 1 1 0 1 0 0 0 1 	0
1	0 1 1 1 0 1 0 0 0 1 	0
0	0 0 1 1 0 1 0 0 1 1 	0
 	                    	---
 	                    	18


9	0 0 0 0 0 1 1 0 1 0 	/
3	0 0 0 0 1 1 1 0 0 0 	/
7	0 0 0 0 0 0 0 0 0 0 	/
4	0 0 0 0 0 0 0 0 0 0 	/
8	1 0 0 0 0 0 0 1 0 0 	/
6	0 0 1 0 0 1 1 0 0 0 	/
5	0 1 0 0 0 0 0 0 0 0 	/
2	0 0 1 1 0 0 0 0 0 1 	/
1	0 0 1 1 0 1 0 0 0 0 	/
0	0 0 0 0 0 0 0 0 0 0 	/
 	                    	---
 	                    	/

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

9	0 1 0 0 1 1 0 0 0 1 	0
1	0 1 1 0 0 1 0 0 1 1 	0
2	0 1 1 0 0 1 0 0 1 1 	0
3	0 0 1 1 0 1 0 0 1 1 	0
0	0 0 1 1 0 1 0 0 1 1 	0
5	1 0 1 1 0 1 1 0 0 0 	0
8	1 0 1 1 0 0 1 1 0 0 	0
6	1 0 0 1 1 0 1 1 0 0 	0
4	0 0 0 1 1 0 1 1 1 0 	0
7	0 0 0 0 1 1 1 1 1 0 	0
 	                    	---
 	                    	17


9	0 1 0 0 0 1 0 0 0 0 	/
1	0 0 1 0 0 1 0 0 1 0 	/
2	0 0 1 0 0 0 0 0 1 1 	/
3	0 0 1 1 0 1 0 0 0 0 	/
0	0 0 0 0 0 0 0 0 0 0 	/
5	0 0 0 1 0 0 0 0 0 0 	/
8	1 0 0 0 0 0 0 1 0 0 	/
6	0 0 0 1 1 0 1 0 0 0 	/
4	0 0 0 0 0 0 0 0 0 0 	/
7	0 0 0 0 0 0 0 0 0 0 	/
 	                    	---
 	                    	/

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

1	0 1 0 0 1 1 0 0 1 1 	0
9	0 1 0 0 1 1 0 0 1 1 	0
2	0 1 1 0 0 1 0 0 1 1 	0
3	0 0 1 1 0 1 0 0 1 1 	0
0	0 0 1 1 0 1 0 0 1 1 	0
5	1 0 1 1 0 1 1 0 0 0 	0
8	1 0 1 1 0 0 1 1 0 0 	0
6	1 0 0 1 1 0 1 1 0 0 	0
4	0 0 0 1 1 0 1 1 1 0 	0
7	0 0 0 0 1 1 1 1 1 0 	0
 	                    	---
 	                    	16


1	0 0 0 0 1 1 0 0 1 0 	/
9	0 1 0 0 0 1 0 0 1 0 	/
2	0 0 1 0 0 0 0 0 1 1 	/
3	0 0 1 1 0 1 0 0 0 0 	/
0	0 0 0 0 0 0 0 0 0 0 	/
5	0 0 0 1 0 0 0 0 0 0 	/
8	1 0 0 0 0 0 0 1 0 0 	/
6	0 0 0 1 1 0 1 0 0 0 	/
4	0 0 0 0 0 0 0 0 0 0 	/
7	0 0 0 0 0 0 0 0 0 0 	/
 	                    	---
 	                    	/

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

