Cost,Min Cost,Moves,Temperature,Time,Accepted,Sequence
33,26,49200000,1.967887865513509,568611,13630,"[8, 9, 1, 2, 6, 4, 7, 5, 0, 3]"

39,26,49300000,1.948297306078539,568550,13354,"[1, 8, 4, 3, 9, 2, 7, 6, 5, 0]"

35,26,49400000,1.928901773009502,568490,13258,"[8, 4, 7, 2, 5, 6, 3, 9, 0, 1]"

31,26,49500000,1.909699324795563,568428,13120,"[2, 1, 3, 9, 6, 5, 0, 7, 4, 8]"

39,26,49600000,1.8906880392538603,568365,12979,"[1, 6, 5, 7, 9, 4, 8, 2, 3, 0]"

35,26,49700000,1.8718660133370921,568305,12598,"[8, 5, 1, 3, 0, 9, 4, 7, 6, 2]"

32,26,49800000,1.8532313629430206,568243,12664,"[8, 2, 1, 9, 6, 5, 0, 3, 7, 4]"

38,26,49900000,1.834782222725871,568180,12846,"[5, 8, 4, 0, 2, 6, 7, 1, 9, 3]"

33,26,50000000,1.8165167459096103,568118,12346,"[4, 6, 7, 9, 3, 0, 8, 5, 2, 1]"

43,26,50100000,1.7984331041030819,568056,12020,"[4, 3, 6, 7, 2, 9, 5, 0, 8, 1]"

35,26,50200000,1.7805294871169814,567994,12042,"[0, 8, 5, 6, 4, 9, 7, 3, 1, 2]"

34,26,50300000,1.7628041027826564,567932,11976,"[5, 2, 1, 6, 9, 4, 7, 8, 0, 3]"

34,26,50400000,1.7452551767727078,567870,11783,"[4, 7, 2, 9, 1, 3, 6, 0, 5, 8]"

37,26,50500000,1.7278809524233787,567810,11516,"[8, 5, 6, 1, 7, 4, 3, 0, 9, 2]"

31,26,50600000,1.7106796905587094,567749,11322,"[2, 1, 9, 3, 0, 6, 5, 8, 7, 4]"

33,26,50700000,1.6936496693164467,567686,11265,"[3, 9, 7, 4, 6, 2, 1, 5, 8, 0]"

34,26,50800000,1.6767891839756812,567625,11136,"[2, 0, 7, 4, 8, 1, 9, 3, 6, 5]"

36,26,50900000,1.6600965467862048,567564,10888,"[6, 8, 1, 3, 0, 4, 7, 9, 2, 5]"

34,26,51000000,1.6435700867995648,567501,10913,"[8, 4, 6, 1, 9, 3, 0, 2, 5, 7]"

33,26,51100000,1.6272081497018007,567429,10558,"[5, 0, 3, 6, 4, 7, 2, 1, 9, 8]"

29,26,51200000,1.611009097647845,567365,10550,"[9, 0, 3, 1, 2, 6, 5, 8, 4, 7]"

34,26,51300000,1.5949713090975752,567302,10283,"[1, 2, 5, 0, 8, 7, 4, 9, 3, 6]"

31,26,51400000,1.5790931786534943,567239,10071,"[7, 4, 8, 6, 2, 5, 0, 3, 1, 9]"

31,26,51500000,1.5633731169000291,567167,10019,"[0, 8, 4, 7, 9, 3, 6, 5, 2, 1]"

32,26,51600000,1.5478095502444302,567101,9523,"[6, 9, 4, 7, 0, 3, 1, 2, 8, 5]"

32,26,51700000,1.532400920759251,567036,9595,"[7, 2, 6, 5, 8, 0, 3, 1, 9, 4]"

40,26,51800000,1.5171456860264003,566974,9376,"[8, 3, 2, 1, 6, 5, 0, 4, 9, 7]"

35,26,51900000,1.502042318982744,566907,9328,"[4, 7, 6, 9, 0, 3, 1, 8, 2, 5]"

36,26,52000000,1.4870893077672436,566837,9031,"[1, 9, 8, 7, 4, 0, 3, 2, 6, 5]"

34,26,52100000,1.472285155569618,566773,8931,"[0, 8, 9, 2, 5, 6, 1, 3, 4, 7]"

34,26,52200000,1.4576283804805132,566712,8779,"[4, 6, 2, 3, 1, 9, 7, 5, 8, 0]"

35,26,52300000,1.443117515343159,566648,8825,"[1, 2, 5, 6, 9, 8, 3, 0, 4, 7]"

40,26,52400000,1.428751107606507,566587,8463,"[2, 7, 4, 8, 1, 3, 5, 6, 0, 9]"

36,26,52500000,1.4145277191798291,566525,8309,"[5, 6, 4, 8, 7, 9, 3, 0, 1, 2]"

29,26,52600000,1.4004459262887619,566462,8373,"[7, 4, 8, 0, 3, 6, 9, 1, 2, 5]"

27,26,52700000,1.386504319332787,566399,8106,"[2, 1, 9, 3, 0, 8, 5, 6, 7, 4]"

37,26,52800000,1.3727015027441276,566336,7989,"[5, 6, 3, 8, 1, 2, 7, 4, 9, 0]"

33,26,52900000,1.3590360948480513,566275,7947,"[2, 5, 6, 1, 9, 3, 0, 4, 7, 8]"

29,26,53000000,1.3455067277245627,566210,7693,"[6, 3, 9, 1, 2, 7, 4, 8, 5, 0]"

32,26,53100000,1.332112047071475,566147,7573,"[0, 3, 5, 2, 1, 9, 6, 7, 4, 8]"

43,26,53200000,1.3188507120688409,566083,7386,"[4, 0, 3, 8, 6, 5, 9, 1, 7, 2]"

36,26,53300000,1.3057213952447368,566022,7298,"[2, 3, 0, 6, 5, 8, 4, 7, 1, 9]"

35,26,53400000,1.2927227823423808,565962,7281,"[9, 3, 1, 6, 0, 5, 2, 8, 4, 7]"

36,26,53500000,1.2798535721885744,565900,7106,"[1, 2, 6, 9, 7, 4, 8, 0, 5, 3]"

35,26,53600000,1.2671124765634556,565836,6960,"[7, 4, 9, 8, 5, 0, 2, 6, 3, 1]"

28,26,53700000,1.2544982200715438,565775,6743,"[4, 7, 2, 1, 9, 3, 6, 5, 8, 0]"

31,26,53800000,1.242009540014074,565712,6714,"[5, 7, 4, 6, 8, 2, 1, 9, 3, 0]"

35,26,53900000,1.2296451862625986,565650,6645,"[4, 7, 0, 8, 5, 1, 9, 6, 2, 3]"

30,26,54000000,1.217403921133848,565588,6266,"[2, 7, 4, 6, 1, 9, 3, 0, 8, 5]"

28,26,54100000,1.2052845192658386,565527,6320,"[0, 3, 6, 9, 1, 2, 5, 8, 4, 7]"

34,26,54200000,1.193285767495211,565465,6126,"[5, 6, 7, 4, 8, 0, 1, 9, 2, 3]"

38,26,54300000,1.1814064647357938,565404,6000,"[2, 4, 7, 3, 9, 6, 1, 8, 0, 5]"

34,26,54400000,1.1696454218583712,565341,5873,"[6, 7, 5, 8, 0, 4, 3, 9, 1, 2]"

33,26,54500000,1.1580014615716512,565279,5789,"[2, 7, 4, 9, 3, 0, 1, 6, 5, 8]"

29,26,54600000,1.1464734183044185,565216,5773,"[2, 1, 9, 7, 4, 8, 5, 6, 3, 0]"

31,26,54700000,1.135060138088859,565153,5606,"[6, 2, 1, 8, 5, 7, 4, 9, 3, 0]"

34,26,54800000,1.1237604784450443,565090,5446,"[5, 8, 2, 0, 3, 7, 4, 9, 1, 6]"

31,26,54900000,1.112573308266573,565030,5422,"[6, 9, 1, 2, 5, 3, 0, 8, 4, 7]"

29,26,55000000,1.1014975077073423,564971,5339,"[5, 8, 0, 3, 9, 2, 1, 6, 4, 7]"

30,26,55100000,1.090531968069452,564908,5067,"[0, 3, 9, 1, 2, 6, 7, 5, 8, 4]"

35,26,55200000,1.0796755916922216,564846,4937,"[8, 1, 3, 9, 0, 4, 7, 5, 2, 6]"

29,26,55300000,1.0689272918423143,564776,4863,"[3, 0, 8, 5, 2, 1, 9, 6, 4, 7]"

33,26,55400000,1.058285992604955,564713,4772,"[1, 3, 0, 7, 4, 6, 9, 2, 5, 8]"

31,26,55500000,1.0477506287762273,564650,4705,"[2, 6, 5, 8, 4, 7, 9, 3, 1, 0]"

31,26,55600000,1.0373201457564483,564588,4697,"[3, 9, 1, 2, 0, 5, 8, 6, 7, 4]"

28,26,55700000,1.0269934994446015,564521,4376,"[0, 8, 5, 2, 1, 3, 9, 6, 7, 4]"

31,26,55800000,1.0167696561338206,564454,4343,"[4, 7, 2, 5, 8, 0, 3, 9, 6, 1]"

33,26,55900000,1.006647592407915,564385,4287,"[8, 5, 2, 3, 0, 7, 4, 6, 9, 1]"

33,26,56000000,0.9966262950389256,564321,4213,"[3, 9, 1, 2, 0, 5, 7, 4, 6, 8]"

33,26,56100000,0.9867047608856983,564256,4098,"[6, 7, 4, 8, 1, 9, 3, 2, 5, 0]"

34,26,56200000,0.9768819967934694,564189,4066,"[5, 8, 4, 7, 9, 0, 1, 2, 6, 3]"

28,26,56300000,0.96715701949445,564124,3741,"[7, 4, 8, 5, 2, 6, 9, 1, 3, 0]"

31,26,56400000,0.9575288555093997,564059,3888,"[6, 1, 2, 9, 3, 0, 5, 7, 4, 8]"

32,26,56500000,0.947996541050181,563997,3730,"[2, 1, 9, 5, 6, 7, 4, 8, 0, 3]"

34,26,56600000,0.9385591219232822,563935,3621,"[7, 4, 2, 5, 8, 9, 6, 1, 3, 0]"

31,26,56700000,0.9292156534343023,563870,3497,"[5, 2, 1, 9, 0, 3, 6, 8, 4, 7]"

34,26,56800000,0.9199652002933868,563806,3471,"[7, 4, 0, 1, 9, 6, 3, 2, 5, 8]"

28,26,56900000,0.9108068365216032,563743,3328,"[6, 7, 4, 8, 0, 3, 9, 1, 2, 5]"

30,26,57000000,0.9017396453582504,563677,3324,"[9, 3, 0, 8, 5, 7, 4, 6, 1, 2]"

29,26,57100000,0.8927627191690898,563615,3250,"[5, 2, 1, 9, 3, 6, 7, 4, 8, 0]"

34,26,57200000,0.8838751593554905,563551,3191,"[3, 0, 8, 5, 6, 7, 4, 2, 9, 1]"

29,26,57300000,0.8750760762644787,563490,3048,"[2, 1, 6, 9, 3, 0, 5, 8, 4, 7]"

28,26,57400000,0.8663645890996822,563429,2941,"[7, 4, 8, 5, 6, 2, 1, 3, 9, 0]"

29,26,57500000,0.8577398258331624,563367,3006,"[6, 2, 9, 1, 3, 0, 5, 8, 4, 7]"

29,26,57600000,0.8492009231181236,563304,2886,"[2, 1, 9, 6, 3, 0, 8, 5, 7, 4]"

33,26,57700000,0.8407470262024903,563241,2792,"[1, 2, 7, 4, 5, 6, 9, 3, 0, 8]"

30,26,57800000,0.8323772888433465,563179,2754,"[7, 4, 6, 3, 9, 1, 2, 0, 5, 8]"

28,26,57900000,0.8240908732222259,563114,2671,"[4, 7, 3, 9, 1, 2, 6, 5, 8, 0]"

30,26,58000000,0.8158869498612454,563051,2568,"[5, 8, 0, 3, 6, 7, 4, 9, 1, 2]"

31,26,58100000,0.8077646975400736,562988,2487,"[0, 3, 2, 1, 9, 4, 7, 5, 8, 6]"

32,26,58200000,0.7997233032137256,562928,2497,"[4, 9, 1, 2, 6, 5, 8, 0, 3, 7]"

31,26,58300000,0.7917619619311771,562863,2419,"[5, 6, 2, 1, 9, 8, 4, 7, 3, 0]"

32,26,58400000,0.7838798767547875,562801,2329,"[6, 3, 9, 4, 7, 5, 8, 0, 2, 1]"

31,26,58500000,0.7760762586805258,562739,2126,"[6, 2, 9, 1, 3, 0, 4, 7, 5, 8]"

33,26,58600000,0.7683503265589907,562678,2176,"[7, 9, 3, 0, 5, 8, 4, 6, 2, 1]"

26,26,58700000,0.7607013070172169,562615,2111,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,58800000,0.7531284343812593,562551,2052,"[0, 3, 9, 1, 2, 6, 7, 4, 8, 5]"

30,26,58900000,0.7456309505995491,562490,2009,"[4, 7, 5, 8, 9, 1, 2, 6, 3, 0]"

29,26,59000000,0.7382081051670111,562430,1890,"[4, 7, 9, 1, 2, 6, 3, 0, 8, 5]"

26,26,59100000,0.7308591550499387,562367,2068,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,59200000,0.7235833646116142,562305,1751,"[7, 4, 8, 5, 0, 3, 9, 1, 2, 6]"

33,26,59300000,0.7163800055386721,562239,1741,"[5, 7, 4, 6, 3, 2, 1, 9, 0, 8]"

29,26,59400000,0.7092483567681935,562174,1635,"[1, 2, 9, 3, 0, 8, 5, 6, 7, 4]"

29,26,59500000,0.702187704415527,562110,1672,"[7, 4, 8, 5, 6, 2, 0, 3, 9, 1]"

29,26,59600000,0.6951973417028284,562048,1600,"[2, 1, 3, 9, 6, 4, 7, 5, 8, 0]"

28,26,59700000,0.6882765688883121,561988,1508,"[4, 7, 6, 5, 8, 2, 1, 9, 3, 0]"

29,26,59800000,0.6814246931962055,561927,1511,"[4, 7, 6, 8, 0, 3, 9, 1, 2, 5]"

26,26,59900000,0.6746410287474016,561865,1441,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

28,26,60000000,0.6679248964908027,561803,1369,"[7, 4, 6, 5, 2, 1, 9, 3, 0, 8]"

26,26,60100000,0.661275624135345,561742,1453,"[0, 3, 9, 1, 2, 6, 5, 8, 4, 7]"

31,26,60200000,0.6546925460827042,561681,1370,"[0, 4, 7, 6, 5, 8, 9, 3, 1, 2]"

26,26,60300000,0.6481750033606659,561620,1352,"[0, 3, 9, 1, 2, 6, 5, 8, 4, 7]"

34,26,60400000,0.6417223435571637,561556,1331,"[8, 6, 1, 9, 4, 7, 5, 2, 3, 0]"

31,26,60500000,0.635333920754971,561493,1233,"[6, 4, 7, 2, 1, 3, 9, 0, 5, 8]"

32,26,60600000,0.629009095467045,561431,1207,"[7, 4, 9, 0, 3, 2, 1, 6, 5, 8]"

30,26,60700000,0.6227472345725127,561366,1225,"[7, 4, 6, 9, 1, 3, 2, 5, 8, 0]"

30,26,60800000,0.6165477112532954,561303,1201,"[3, 9, 1, 2, 0, 7, 4, 8, 5, 6]"

29,26,60900000,0.6104099049313634,561240,1074,"[2, 1, 9, 0, 3, 6, 5, 8, 4, 7]"

28,26,61000000,0.6043332012066155,561178,1057,"[8, 4, 7, 6, 5, 2, 1, 9, 3, 0]"

29,26,61100000,0.5983169917953773,561108,964,"[0, 8, 5, 7, 4, 6, 2, 1, 9, 3]"

27,26,61200000,0.5923606744695111,561044,981,"[6, 2, 1, 9, 3, 0, 8, 5, 7, 4]"

26,26,61300000,0.5864636529961329,560981,904,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

29,26,61400000,0.5806253370779277,560921,907,"[3, 9, 1, 2, 6, 5, 8, 4, 7, 0]"

27,26,61500000,0.5748451422940618,560854,891,"[4, 7, 6, 5, 8, 0, 3, 9, 1, 2]"

29,26,61600000,0.56912249004168,560784,845,"[7, 4, 9, 1, 3, 0, 8, 5, 6, 2]"

27,26,61700000,0.5634568074779887,560719,790,"[0, 3, 9, 1, 2, 5, 8, 4, 7, 6]"

27,26,61800000,0.5578475274629124,560656,775,"[4, 7, 6, 5, 8, 0, 3, 9, 1, 2]"

28,26,61900000,0.5522940885023234,560590,767,"[7, 4, 8, 5, 2, 1, 6, 9, 3, 0]"

28,26,62000000,0.5467959346918349,560523,758,"[4, 7, 6, 5, 8, 2, 1, 9, 3, 0]"

27,26,62100000,0.5413525156611549,560462,749,"[6, 2, 1, 9, 3, 0, 5, 8, 4, 7]"

27,26,62200000,0.5359632865189939,560401,721,"[2, 1, 9, 3, 0, 8, 5, 6, 7, 4]"

26,26,62300000,0.5306277077985202,560339,669,"[0, 3, 9, 1, 2, 6, 5, 8, 4, 7]"

27,26,62400000,0.525345245403359,560277,625,"[4, 7, 6, 5, 8, 0, 3, 9, 1, 2]"

31,26,62500000,0.5201153705541296,560213,578,"[4, 7, 9, 6, 5, 8, 0, 2, 1, 3]"

29,26,62600000,0.514937559735512,560151,613,"[7, 4, 8, 0, 5, 2, 1, 3, 9, 6]"

26,26,62700000,0.5098112946438451,560088,569,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,62800000,0.5047360621352422,560025,504,"[4, 7, 6, 2, 1, 9, 3, 0, 8, 5]"

27,26,62900000,0.4997113541742261,559963,458,"[5, 6, 2, 1, 9, 3, 0, 8, 4, 7]"

28,26,63000000,0.49473666778287273,559903,544,"[4, 7, 6, 9, 3, 1, 2, 5, 8, 0]"

28,26,63100000,0.4898115049904642,559840,484,"[4, 7, 6, 5, 2, 1, 9, 3, 0, 8]"

27,26,63200000,0.4849353727836407,559777,455,"[7, 4, 8, 0, 3, 9, 1, 2, 5, 6]"

26,26,63300000,0.48010778305704915,559717,391,"[0, 3, 9, 1, 2, 6, 5, 8, 4, 7]"

27,26,63400000,0.475328252564484,559658,390,"[5, 8, 4, 7, 6, 2, 1, 9, 3, 0]"

26,26,63500000,0.47059630287051346,559594,376,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,63600000,0.4659114603025879,559532,357,"[7, 4, 8, 0, 3, 9, 1, 2, 6, 5]"

26,26,63700000,0.4612732559036245,559469,315,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

28,26,63800000,0.4566812253850644,559409,388,"[8, 4, 7, 6, 5, 2, 1, 9, 3, 0]"

26,26,63900000,0.45213490908039716,559347,334,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

28,26,64000000,0.44763385189914723,559283,362,"[0, 8, 5, 6, 3, 9, 1, 2, 7, 4]"

28,26,64100000,0.44317760328131944,559220,366,"[0, 8, 5, 6, 2, 1, 3, 9, 4, 7]"

29,26,64200000,0.4387657171522972,559157,308,"[4, 7, 5, 2, 1, 9, 3, 0, 8, 6]"

27,26,64300000,0.4343977518781904,559092,300,"[7, 4, 8, 0, 3, 9, 1, 2, 5, 6]"

27,26,64400000,0.430073270221627,559029,260,"[4, 7, 5, 8, 0, 3, 9, 1, 2, 6]"

28,26,64500000,0.42579183929798536,558969,262,"[7, 4, 6, 5, 8, 2, 1, 9, 3, 0]"

26,26,64600000,0.42155303053206233,558908,280,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,64700000,0.4173564196151719,558845,246,"[6, 5, 2, 1, 9, 3, 0, 8, 4, 7]"

27,26,64800000,0.4132015864626723,558783,219,"[5, 6, 2, 1, 9, 3, 0, 8, 4, 7]"

26,26,64900000,0.40908811517191435,558722,261,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

28,26,65000000,0.4050155939806096,558661,193,"[7, 4, 8, 5, 6, 3, 9, 1, 2, 0]"

27,26,65100000,0.4009836152256126,558598,218,"[7, 4, 8, 5, 0, 3, 9, 1, 2, 6]"

27,26,65200000,0.3969917753021134,558536,192,"[6, 5, 8, 4, 7, 2, 1, 9, 3, 0]"

26,26,65300000,0.39303967462323613,558472,209,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

28,26,65400000,0.38912691758004014,558412,162,"[7, 4, 8, 5, 2, 6, 9, 1, 3, 0]"

27,26,65500000,0.38525311250191935,558350,212,"[4, 7, 6, 2, 1, 9, 3, 0, 8, 5]"

27,26,65600000,0.3814178716173954,558287,159,"[6, 5, 8, 4, 7, 2, 1, 9, 3, 0]"

27,26,65700000,0.37762081101530137,558224,194,"[5, 8, 4, 7, 6, 2, 1, 9, 3, 0]"

26,26,65800000,0.373861550606352,558163,152,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

28,26,65900000,0.37013971408509644,558100,182,"[4, 7, 6, 3, 9, 1, 2, 5, 8, 0]"

26,26,66000000,0.3664549288922497,558035,227,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,66100000,0.36280682617739923,557974,106,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,66200000,0.35919504076208225,557914,94,"[7, 4, 8, 0, 3, 9, 1, 2, 5, 6]"

27,26,66300000,0.35561921110323125,557851,56,"[6, 7, 4, 8, 5, 2, 1, 9, 3, 0]"

26,26,66400000,0.3520789792569837,557789,90,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

29,26,66500000,0.3485739908428509,557728,101,"[9, 6, 5, 8, 4, 7, 2, 1, 3, 0]"

26,26,66600000,0.3451038950082442,557668,90,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,66700000,0.3416683443933546,557606,59,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,66800000,0.3382669950963817,557543,76,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,66900000,0.3348995066391088,557481,74,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,67000000,0.33156554193282023,557422,57,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,67100000,0.3282647672445593,557360,82,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,67200000,0.32499685216372054,557297,53,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,67300000,0.32176146956897594,557235,53,"[4, 7, 5, 8, 0, 3, 9, 1, 2, 6]"

26,26,67400000,0.31855829559552945,557174,118,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,67500000,0.3153870096026974,557110,52,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,67600000,0.31224729414181324,557006,48,"[5, 8, 4, 7, 6, 2, 1, 9, 3, 0]"

26,26,67700000,0.30913883492444955,556900,50,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,67800000,0.3060613207909579,556820,33,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,67900000,0.3030144436793211,556746,35,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,68000000,0.29999789859431697,556675,35,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,68100000,0.29701138357698675,556611,25,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,68200000,0.29405459967440944,556548,40,"[7, 4, 6, 5, 8, 0, 3, 9, 1, 2]"

26,26,68300000,0.29112725090977604,556485,40,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,68400000,0.2882290442527625,556420,29,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,68500000,0.28535968959019653,556357,26,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,68600000,0.2825188996970171,556295,21,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,68700000,0.2797063902075232,556230,22,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,68800000,0.2769218795869084,556167,38,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,68900000,0.27416508910307913,556104,31,"[6, 5, 8, 4, 7, 2, 1, 9, 3, 0]"

26,26,69000000,0.2714357427987529,556043,21,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,69100000,0.26873356746383525,555981,18,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,69200000,0.266058292608071,555918,15,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,69300000,0.26340965043396786,555856,22,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,69400000,0.2607873758099893,555795,14,"[6, 7, 4, 8, 5, 2, 1, 9, 3, 0]"

26,26,69500000,0.2581912062440155,555735,11,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,69600000,0.2556208818570667,555670,18,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

26,26,69700000,0.25307614535728973,555606,9,"[7, 4, 8, 5, 6, 2, 1, 9, 3, 0]"

27,26,69800000,0.25055674201420275,555542,12,"[5, 8, 4, 7, 6, 2, 1, 9, 3, 0]"

