Cost,Min Cost,Moves,Temperature,Time,Accepted,Sequence
31,16,46100000,170.4073599317071,525124,38908,"[1, 5, 9, 8, 6, 4, 2, 7, 0, 3]"

25,16,46200000,170.2369525717754,524967,39033,"[6, 1, 2, 5, 9, 0, 3, 7, 4, 8]"

28,16,46300000,170.06671561920362,524804,38881,"[9, 1, 3, 4, 0, 5, 6, 7, 2, 8]"

30,16,46400000,169.8966489035844,524643,38749,"[2, 9, 0, 1, 5, 6, 3, 7, 8, 4]"

39,16,46500000,169.72675225468083,524481,38737,"[0, 9, 6, 5, 7, 1, 4, 3, 8, 2]"

37,16,46600000,169.55702550242614,524315,38946,"[9, 2, 8, 4, 1, 0, 7, 6, 3, 5]"

32,16,46700000,169.38746847692371,524156,38957,"[9, 2, 5, 4, 8, 0, 1, 6, 3, 7]"

27,16,46800000,169.2180810084468,523994,38804,"[9, 2, 1, 7, 4, 6, 8, 3, 5, 0]"

33,16,46900000,169.04886292743836,523836,38824,"[4, 6, 2, 5, 8, 9, 3, 7, 0, 1]"

35,16,47000000,168.87981406451092,523676,38724,"[4, 7, 5, 1, 3, 6, 0, 8, 2, 9]"

31,16,47100000,168.7109342504464,523521,38917,"[3, 6, 5, 1, 2, 0, 9, 4, 8, 7]"

35,16,47200000,168.54222331619596,523362,38580,"[5, 9, 8, 6, 4, 0, 3, 2, 7, 1]"

33,16,47300000,168.37368109287976,523208,39065,"[8, 1, 4, 0, 7, 5, 6, 2, 3, 9]"

29,16,47400000,168.2053074117869,523047,38875,"[2, 0, 8, 3, 6, 4, 9, 1, 7, 5]"

30,16,47500000,168.0371021043751,522890,39048,"[8, 2, 1, 3, 7, 5, 9, 6, 4, 0]"

26,16,47600000,167.86906500227073,522731,38899,"[6, 3, 5, 8, 4, 7, 2, 1, 9, 0]"

30,16,47700000,167.70119593726847,522574,38955,"[0, 5, 8, 9, 3, 6, 1, 2, 4, 7]"

35,16,47800000,167.5334947413312,522418,38772,"[3, 4, 2, 5, 9, 0, 8, 7, 1, 6]"

28,16,47900000,167.36596124658988,522255,38912,"[3, 1, 0, 5, 6, 2, 7, 9, 8, 4]"

36,16,48000000,167.1985952853433,522098,38840,"[1, 4, 8, 9, 3, 6, 0, 2, 5, 7]"

37,16,48100000,167.03139669005793,521941,38927,"[8, 7, 9, 5, 3, 0, 6, 4, 1, 2]"

31,16,48200000,166.86436529336788,521778,38971,"[3, 4, 0, 1, 9, 8, 5, 7, 2, 6]"

28,16,48300000,166.6975009280745,521620,38940,"[8, 5, 3, 0, 7, 1, 6, 9, 2, 4]"

35,16,48400000,166.53080342714642,521449,38754,"[4, 1, 6, 5, 9, 0, 3, 7, 8, 2]"

34,16,48500000,166.36427262371927,521285,38769,"[5, 9, 6, 3, 1, 4, 8, 7, 2, 0]"

37,16,48600000,166.19790835109555,521111,38718,"[5, 7, 9, 3, 1, 8, 6, 0, 4, 2]"

22,16,48700000,166.03171044274444,520946,38753,"[4, 7, 6, 5, 1, 9, 2, 0, 3, 8]"

27,16,48800000,165.8656787323017,520783,38780,"[2, 1, 8, 3, 4, 9, 0, 7, 6, 5]"

38,16,48900000,165.6998130535694,520626,38864,"[9, 6, 0, 2, 3, 8, 4, 1, 5, 7]"

37,16,49000000,165.5341132405158,520468,38753,"[0, 5, 3, 8, 7, 2, 9, 4, 1, 6]"

29,16,49100000,165.3685791272753,520311,38940,"[7, 6, 5, 0, 8, 1, 2, 9, 4, 3]"

28,16,49200000,165.203210548148,520151,38909,"[9, 4, 6, 2, 3, 1, 7, 5, 8, 0]"

37,16,49300000,165.03800733759985,519992,39005,"[1, 7, 8, 9, 5, 0, 3, 2, 4, 6]"

35,16,49400000,164.87296933026224,519834,38775,"[9, 2, 4, 1, 7, 3, 6, 0, 8, 5]"

31,16,49500000,164.70809636093196,519675,38888,"[5, 9, 8, 2, 7, 4, 0, 3, 6, 1]"

32,16,49600000,164.54338826457104,519517,38922,"[9, 0, 8, 6, 7, 5, 1, 2, 3, 4]"

29,16,49700000,164.37884487630646,519354,38734,"[4, 6, 9, 8, 3, 0, 2, 1, 7, 5]"

33,16,49800000,164.21446603143016,519195,39111,"[3, 1, 8, 4, 6, 9, 0, 7, 2, 5]"

26,16,49900000,164.05025156539872,519038,38696,"[2, 5, 6, 8, 0, 1, 7, 9, 3, 4]"

31,16,50000000,163.88620131383334,518876,38884,"[3, 8, 4, 7, 2, 0, 5, 9, 6, 1]"

39,16,50100000,163.7223151125195,518721,38805,"[7, 0, 4, 2, 1, 5, 8, 3, 6, 9]"

28,16,50200000,163.558592797407,518560,38747,"[6, 9, 7, 5, 4, 8, 3, 0, 2, 1]"

30,16,50300000,163.39503420460957,518403,38918,"[9, 4, 3, 7, 2, 6, 0, 1, 5, 8]"

33,16,50400000,163.23163917040497,518245,38866,"[9, 0, 3, 7, 1, 2, 5, 4, 8, 6]"

35,16,50500000,163.06840753123458,518086,38887,"[8, 3, 6, 5, 0, 9, 7, 4, 1, 2]"

24,16,50600000,162.90533912370336,517927,38914,"[2, 5, 6, 7, 3, 4, 1, 8, 9, 0]"

28,16,50700000,162.74243378457965,517762,38792,"[1, 2, 7, 4, 6, 5, 0, 8, 9, 3]"

28,16,50800000,162.57969135079506,517605,38742,"[7, 4, 8, 2, 6, 9, 1, 5, 3, 0]"

29,16,50900000,162.4
